identifier,Reconciled names,"Name (Last, First)",image,BG's Nickname or Reference,Life Dates,Biographical Description
00589,Louise Pomeroy,"Inches, Louise Pomeroy",John Singer Sargent - Mrs. Charles E. Inches (Louise Pomeroy) - 1991.926 - Museum of Fine Arts.jpg,,1861–1933,"Boston socialite, wife of Charles E. Inches, sitter for a John Singer Sargent portrait"
00590,Ethel Watts Mumford,"Mumford, Ethel Watts",EthelWattsMumfordGrant1908.png,,1876–1940,"New York writer"
00591,James Gayley,"Gayley, James",James Gayley LCCN2014686333 (cropped).jpg,,1855–1920,"An American chemist and director of Carnegie Steel"
00592,"Burden, Sir","Burden, Sir",,,,"Unidentified man who gave Pierpont Morgan his resignation letter in 1910"
00593,"Ugolini, Monsieur","Ugolini, Monsieur",,,,"Unidentified"
00594,Pope Pius X,Pope Pius X,,,1835–1914,"Head of the Roman Catholic Church from 1903–1914"
00595,Bernard Berenson,"Berenson, Bernard",1917 Bernard Berenson.jpg,,1865–1959,"Art Historian, friend and sometime romantic partner of Belle da Costa Greene"
00596,Agnews,Agnews,,,,"Unidentified. Greene is unsure if this is William Lockett Agnew and his wife, Mary Kenworthy Agnew"
00597,Aaron S. Drey,"Drey, Aaron S.",,,,"Munich art dealer"
00598,Colonel Lyons,Colonel Lyons,,,,"unidentified"
00599,"Smith, Clifford","Smith, Clifford",,,,"unidentified"
00600,"Rosenheim, Max","Rosenheim, Max",,,1849–1911,"British art collector"
00601,"Harris, Lionel","Harris, Lionel",,,,"British book dealer"
00602,"Hyde, Marthe (née Leishman), Countess de Gontaut-Biron","Hyde, Marthe (née Leishman), Countess de Gontaut-Biron",,,1882–1944,"Parisian friend of BG's; daughter of U.S. Diplomat John George Alexander Leishman; wife of James Haden Hyde, insurance company heir and collector"
00603,"Duveen, Benjamin","Duveen, Benjamin",,,1876–1959,"British art dealer, son of Joseph Joel Duveen"
00604,"Hind, Arthur Maygar","Hind, Arthur Maygar",,,1880–1957,"Keeper of Prints and Drawings at the British Museum, expert on the history of engraving"
00605,Gustave Dreyfus,"Dreyfus, Gustave",,,1837–1914,"French art collector"
00606,Tancred Borenius,"Borenius, Tancred",Tancred Borenius.jpg,,1885–1948,"Finnish art historian"
00607,Hon. Mrs. Talbot,Hon. Mrs. Talbot,,,,"Unidentified British art collector living at 68 Cadogan Gardens in 1910"
00608,Asher Wertheimer,"Wertheimer, Asher",Asher Wertheimer.jpg,,1844–1918,"British art dealer"
00609,Cecil Harcourt Smith,"Harcourt-Smith, Sir Cecil",Harcourtsmith.jpg,,1859–1944,"British archaeologist and Director of the Victoria & Albert Museum"
00610,Lady Laird,Lady Laird,,,,"Unidentified Scottish noblewoman"
00611,Charles Yerkes,"Yerkes, Charles T.",Yerkes002.jpg,,1837–1905,"Chicago industrialist"
00612,Raymond Asquith,"Asquith, Raymond Herbert",Raymond Asquith02.jpg,,1878–1916,"English barrister, scholar, and socialite"
00613,"Asquith, Katherine Frances","Asquith, Katherine Frances",,,1885–1976,"Arts patron"
00614,"Williamson, Louisa Mary Lethbridge","Williamson, Louisa Mary Lethbridge",,,,"Wife of George C. Williamson"
00615,Bonner,Bonner,,,,"Unidentified man from New York that BG met in London in 1910"
00616,"Turner, Sara","Turner, Sara",,,,"Unidentified"
00617,Emma Calvé,"Calvé, Emma",Emma Calvé 001.jpg,,1885–1942,"French soprano who performed as Carmen at the Metropolitan Opera"
,,,"Emma Calvé, SIP 89-12.jpg",,,
,,,Emma Calvé 03.jpg,,,
00618,"Gary, Mr. and Mrs.","Gary, Mr. and Mrs.",,,,"Unidentified couple who in 1910 sent BG a gold box containing pencils, a penknife, and ruler made of gold"
00619,Marcel Bing,"Bing, Marcel",,,1875–1920,"Dealer, collector, and jewelry designer, son of art dealer Siegfried Bing"
00620,"Daikins, Dr.","Daikins, Dr.",,,,"Unidentified"
00621,"Amedeo, Prince","Amedeo, Prince",,Duke D'Aosta,1898–1942,"Italian aristocrat and military officer"
00622,"Ogle, Mrs.","Ogle, Mrs.",,,,"Unidentifed"
00623,Warwick,Warwick,,,,"Unidentified"
00624,"Brewster, Mr. and Mrs.","Brewster, Mr. and Mrs.",,,,"Unidentified"
00625,"Baruch, Annie Griffin","Baruch, Annie Griffin",,,,"Wife of Bernard Baruch"
00626,"Conners, Francis (?)","Conners, Francis (?)",,,,
00627,Alberto De Capitani d'Arzago,"De Capitani d'Arzago, Alberto",,Capitani,1909–1948,"Italian archaeologist and art historian of ancient and early Christain art"
00628,"Ermolov, Boris Nicolaevich","Ermolov, Boris Nicolaevich",,Ermolov,1891–1967,"Russian expatriate and librarian of the Byzantine Institute in Paris"
00629,Erwin Panofsky,"Panofsky, Erwin",,"Panofsky, Pan",1892–1968,"German-Jewish art historian who went to USA after the Nazi regime, taught at NYU and Princeton University, his field was Northern Renaissance and Iconology; BG worked closely with him for his opnions on pieces"
00630,Charles Rufus Morey,"Morey, Charles Rufus",,Morey,1877–1955,"Historian of early Christian art at Princeton University"
00631,Abraham Flexner,"Flexner, Abraham",Aflexner21.jpg,,1866–1959,"American educator, head of Princeton's Institute of Advanced Study"
00632,"Thacher, Jack","Thacher, Jack",,,,"Unidentified friend of BG"
00633,Eugène Tisserant,"Tisserant, Eugène Gabriel Gervais Laurent",Tisserant.jpg,"Cardinal Tisserant; ""my Cardinal""",1884–1972,"French Cardinal; BG's ""pet for many, many years"""
00634,Erhard Weyhe,"Weyhe, Erhard",Ernesto de Fiori - Büste des New Yorker Kunsthändlers Erhard Weyhe.jpg,Weyhe,1883–1972,"a NY art dealer and owner of Weyhe Gallery"
00635,Igor Grabar,"Grabar, Igor Emmanuilovich",Грабарь Игорь Эммануилович.png,Grabar,1871–1960,"Russian post-impressionist painter, publisher, restorer, and art historian"
00636,"Selimann, Bob","Selimann, Bob",,,,
00637,Baron de Meyer,Baron de Meyer,,,,
00638,Mrs. Baron de Meyer,Mrs. Baron de Meyer,,,,
00639,Mrs. Baldwin,Mrs. Baldwin,,,,
00640,Gladys,Gladys,,,,
00641,Dr. Chartin,Dr. Chartin,,,,
00642,"Seligmann, Ella Grünebaum","Seligmann, Ella Grünebaum",,,b. 1874,"wife of Jacques Seligmann"
00643,"Ely, Katrina","Ely, Katrina",,,,
00644,Mrs. George,Mrs. George,,,,
00645,"Meyer, Edgar H","Meyer, Edgar H",,,,
00646,J. Bruce Ismay,"Ismay, J. Bruce",J. Bruce Ismay.jpeg,Ismay,1862 - 1937,"Englishman who ""served as a chariman and managing director of the White Star Line;"" highest-ranking White Star official who survived the sinking of the Titanic"
00647,Norman Hapgood,"Hapgood, Norman",Portrait of Norman Hapgood.jpg,,1868 - 1937,"American minister to Denmark; American writer, journalist, editor, and critic"
00648,"d'Hendecourt, Bernard","d'Hendecourt, Bernard",,,,"French art historian"
00649,Hanns Swarzenski,"Swarzenski, Hanns",,,1903-1985,"German Art Historian specializing in medieval art, worked at the Museum of Fine Arts Boston; Wrote a publication (1943) on Bertoold Misaal at the ML that BG calls the Swarzenski book"
00650,Marshall Morgan,"Marshall, Morgan",,,1882–1945,"administrator of the Walters Art Gallery"
00651,"Cunard, Maud Alice Burke","Cunard, Maud Alice Burke",,,1872–1948,"American-born, London-based socialite"
00652,St John Hornby,"Hornby, Charles Harold St John",,St. John Hornby,1867 - 1946,"Founding partner of W.H. Smith; deputy vice-chairman of NSPCC; founder and owner of Ashendene Press"
00653,"Smith, Vivian","Smith, Vivian",,,,
00654,Richard Gasquet,Gasquet,Gasquet WM18 (43) (42123373130).jpg,,,
00655,Mercati,Mercati,,,,
00656,Wilhelm Fröhner,"Fröhner, Wilhelm",,,1834 - 1925,"Curator at the Louvre; archaeological researcher and collector of antiquities in Paris"
00657,"Trevelyan, George Macaulay","Trevelyan, George Macaulay",,,1876 - 1962,"Professor of history at Cambrdige and rector of Trinity College"
00658,"Trevelyan, Mrs. George Macaulay","Trevelyan, Mrs. George Macaulay",,,,
00659,Duncan Grant,"Grant, Duncan James Corrowr","Duncan Grant, 1922 (cropped).jpg",,1885 - 1975,"British painter and textile, theater set, and costume designer; member of Bloomsbury Group"
00660,"Bell, Vanessa","Bell, Vanessa",,Mrs. Grant,1879 - 1961,"English painter and interior designer; member of Bloomsbury Group; sister of Virginia Woolf"
00661,Clive Bell,"Bell, Arthur Clive Heward",Clive Bell.jpg,,1881 - 1964,"British art critic associated with the Bloomsbury Group"
00662,Nicky Mariano,"Mariano, Nicky",,,1887 - 1968,"Librarian at I Tatti; BB's work and travel collaborator"
00663,Spencer F. Eddy,"Eddy, Spencer Fayette","EDDY, SPENCER. HONORABLE LCCN2016857046.jpg",,1873 - 1939,"American diplomat who served as U.S. minister to Argentina and Romania"
00664,"Spreckels, Lurline Elizabeth","Spreckels, Lurline Elizabeth",,,1886 - 1969,"Wife of Spencer F. Eddy"
00665,Oliver Belmont,"Belmont, Oliver Hazard Perry",Oliver Hazard Perry Belmont - NYSPPM 3 008 (cropped).jpg,OHP Belmont,1858 - 1908,"American banker, socialite, and politician; publisher of the Verdict"
00666,Louis Comfort Tiffany,"Tiffany, Louis Comfort",Louis Comfort Tiffany c. 1908.jpg,,1848 - 1933,"American artist (associated with Art Nouveau and Aesthetic movements) and designer"
00667,"Dreny, Lommy","Dreny, Lommy",,,,
00668,"Samuels, Mitchell","Samuels, Mitchell",,,,
00669,"Scaramanga, Julia","Scaramanga, Julia",,Eumo's,1864 - 1944,
00670,Charles William Dyson Perrins,"Perrins, Charles William Dyson",,Dyson Perrins,1864–1958,"British businessman and book collector whose family created the Lea & Perrins Worcestershire Sauce brand"
00671,Dr. Vaughan,Dr. Vaughan,,,,
00672,"Levy, Louis","Levy, Louis",,,,"Unidentified writer of a presumably unpublished manuscript biography of Joseph Duveen"
00673,"Frankfurter, Alfred","Frankfurter, Alfred",,,1906-1965,"Editor of Art News; worked for BB"
00674,"Shapley, John","Shapley, John",,,1890–1978,"Historian of early Medieval art, professor at the University of Chicago, and President of the College Art Association, 1929–1938"
00675,"Miner, Dorothy","Miner, Dorothy",,,1904–1973,"Art historian and scholar of Medieval art, longtime curator at the Walters Art Gallery after beginning her career at the PML under Belle da Costa Greene"
00676,"Mayer, Gustavus","Mayer, Gustavus",,,1873-1954,"Art dealer at Colnaghi Gallery in England"
00677,Marvin Chauncey Ross,"Ross, Marvin Chauncey",,,1904-1977,"Art historian and Associate Curator of Medieval Art at the Walters Art Gallery; also one of the Monuments Men during the Second World War"
00678,"Moravia, Alberto","Moravia, Alberto",,,1907-1990,"Italian novelist and journalist, known for his anti-fascist novel Il Conformista (1947)"
00679,"Browning, Colleen","Browning, Colleen",,,1918-2003,"Anglo-American realist and magical realist painter"
00680,"Blake, William","Blake, William",,,1757-1827,"BG mentioned his work to BB, an English poet and painter"
00681,Albert Valvrojenski,"Valvrojenski, Albert",,,1845 - 1920,"BB's father"
00682,Judith Mickleshanki,"Mickleshanki, Judith",,,1849 - 1922,"BB's mother"
00683,"Burroughs, Mortimer Perry","Burroughs, Mortimer Perry",,,1885 - 1965,"N/A"
00684,"Lee, Hammon Laura","Lee, Hammon Laura",,,1888 - 1970,"N/A"
00685,"White, Henry","White, Henry",,,1850 - 1927,"""Prominent American diplomat during the 1890s and 1900s and one of the signers of the Treaty of Versailles"""
00686,Louisa Lee Schuyler,"Schuyler, Louisa Lee",Léon Bonnat - Louisa Lee Schuyler (cropped).jpg,,1837 - 1926,"""An early American leader in charitable work, particularly noted for founding the first nursing school in the United States"""
00687,Georgina Schuyler,"Schuyler, Georgina",Georgina Schuyler (1841-1923).jpg,,1841 - 1923,"""American composer and article writer"""
00688,The Hewitts,The Hewitts,,,,"N/A"
00689,Fitzroy Carrington,"Carrington, Fitzroy",Portrait of Fitzroy Carrington.jpg,,1869-1954,"First editor of Print Collectors Quarterly (1911-17), Curator of Prints and Drawings at the Museum of Fine Arts, Boston"
00690,Frank Arthur Vanderlip,"Vanderlip, Frank Arthur, Sr.",Frank A. Vanderlip.jpg,,1864 - 1937,"American banker and journalist"
00691,Mabel Narcissa Cox,"Vanderlip, Narcissa Cox",Mabel Narcissa Cox circa 1920.jpg,,1879 - 1966,"American suffragist"
00692,Plimpton,Plimpton,,,,"N/A"
00693,Preston Gibson,"Gibson, Preston",Preston Gibson - Battering the Boche frontispiece.jpg,,1880 - 1937,"Prominent society figure and playwright"
00694,Gabriel Millet,"Millet, Gabriel",,,1867 - 1953,"French archaeologist and historian"
00695,De Wily,De Wily,,,,"N/A"
00696,"Reinach, Saloman","Reinach, Saloman",,,1858 - 1932,"""French archaeologist, religious historian and was a major figure in the Franco-Jewish establishment in the late nineteenth and early twentieth centuries"""
00697,Richard Reginald Goulden,"Goulden, Richard Reginald",Dover War Memorial 2.jpg,,1876 - 1932,"20th-century British sculptor"
00698,"Thomas, George Grosvenor","Thomas, George Grosvenor",,,1856 - 1923,"""an Australian-born Impressionist painter of Scottish ancestry, known primarily for landscapes and still-lifes"""
00699,Mortimer Loeb Schiff,"Schiff, Mortimer Loeb",M. L. Schiff.png,,1877 - 1931,"""an American banker and notable early Boy Scouts of America (BSA) leader"""
00700,"Lehman, Robert Owen, Sr.","Lehman, Robert Owen, Sr.",,,1891 - 1969,"""an American banker, longtime head of the Lehman Brothers investment bank, and a racehorse owner, art collector, and philanthropist"""
00701,Philippe Lehman,"Lehman, Phillip",,,1861 - 1947,"American investment banker"
00702,Helen Schermerhorn Astor,"Astor, Helen Schermerhorn",,,1855 - 1893,"wife of James Roosevelt; second daughter of businessman William Backhouse Astor Jr. (1829–1892) and socialite Caroline Webster Schermerhorn (1830–1908)."
00703,Ruth Baker Pratt,"Pratt, Ruth Sears",Ruth Baker Pratt.jpg,,1877 - 1965,"""an American politician and the first female representative to be elected from New York"""
00704,Cecilia Beaux,"Beaux, Eliza Cecilia",Cecilia Beaux.jpg,,1855 - 1942,"""an American artist and the first woman to teach art at the Pennsylvania Academy of the Fine Arts"""
00705,E. Cutting,E. Cutting,,,,"N/A"
00706,Lord Richard Verill,Lord Richard Verill,,,,"N/A"
00707,Sommi,Sommi,,,,"N/A"
00708,Alice Liddell,"Hargreaves, Alice Pleasance",Alice Liddell.jpg,,1852 - 1934,"""an English woman who, in her childhood, was an acquaintance and photography subject of Lewis Carroll"""
00709,Mr. Porter,Mr. Porter,Mr. Porter 2018.jpg,,,"N/A"
00710,Thomas W. Lamont,"Lamont, Thomas William, Jr.",Portrait of Thomas W. Lamont.jpg,,1870 - 1948,"American banker"
00711,"Pinchot, Gifford","Pinchot, Gifford",,,1865 - 1946,"""an American forester and politician. He served as the fourth chief of the U.S. Division of Forestry, as the first head of the United States Forest Service, and as the 28th governor of Pennsylvania."""
00712,Charles Cooley,"Cooley, Charles Horton",CharlesCooley.jpg,,1864 - 1929,"""an American sociologist and the son of Michigan Supreme Court Judge Thomas M. Cooley"""
00713,"Stettinius, Edward Reilly","Stettinius, Edward Reilly",,,1865 - 1925,"American executive; president of Diamond Match Company in Barberton, Ohio; afer the start of World War I, he worked at J. P. Morgan and Company; worked at War Department after U.S. entered the war"
00714,Nevill,Nevill,,,,"N/A"
00715,Gano Dunn,"Dunn, Gano Sillick",GANO DUNN PLAQUE AT COOPER UNION 20140428.jpg,,1870 - 1953,"""President of Cooper Union, and an early Chairman and CEO of the United States National Research Council"""
00716,Alexander Woollcott,"Woolcott, Alexander Humphreys",Alexander Woollcott (1939).jpg,,1887 - 1943,"""an American drama critic and commentator for The New Yorker magazine, a member of the Algonquin Round Table, an occasional actor and playwright, and a prominent radio personality"""
00717,Stu Grimson,Grimson,,,,"N/A"
00718,Florine Rhett,Florine Rhett,,,,"N/A"
00719,Boknet,Boknet,,,,"Russian ambassador"
00720,Baron de Larzen,Baron de Larzen,,,,"N/A"
00721,Livingstones,Livingstones,,,,"N/A"
00722,Roger Frey,"Frey, Roger",Portrait ministre de l'Intérieur Frey - Archives nationales (France).png,,,"N/A"
00723,"Prince, Hearton","Prince, Hearton",,,,"N/A"
00724,NonY,Nony,Nony at 2014 MLG Anaheim.jpg,,,"N/A"
00726,"Halsey, Frederic R., Mrs.","Halsey, Frederic R., Mrs.",,,,"Spritual medium"
00727,Franz Cumont,"Cumont, Franz-Valéry-Marie",Franz Cumont.jpg,,1868 - 1947,"a Belgian archaeologist and historian, a philologist and student of epigraphy"
00728,Winston Churchill,"Churchill, Winston Leonard Spencer, Sir",Sir Winston Churchill - 19086236948.jpg,,1874 - 1965,"""a British statesman, soldier, and writer who served as Prime Minister of the United Kingdom twice, from 1940 to 1945 during the Second World War, and again from 1951 to 1955"""
00729,L. S. Lowry,"Lowry, Laurence Stephen","L. S. Lowry memorial, Mottram (2).jpg",,1887 - 1976,"English artist, whose drawings and paintings mainly depicted Pendlebury, Greater Manchester"
00730,Lady Winifred Gore,"Gore, Winifred Helena Lettice, Lady",,,1849 - 1928,"Classical scholar"
00731,William Gardner Hale,"Hale, William Gardner",William Gardner Hale (1849–1928).png,,1849-1928,"American classical scholar, known for original teachings on questions of syntax"
00732,Sippmon,Sippmon,,,,"N/A"
00733,Puishot,Puishot,,,,"N/A"
00734,Robinson,Robinson,,,,"N/A"
00735,Mr. Ledy,Mr. Ledy,,,,"N/A"
00736,Edward Hamilton Bell,"Bell, Hamilton",Edward Hamilton Bell.jpg,,,"N/A"
00737,"Osborn, Henry Fairfield","Osborn, Henry Fairfield",,,1857 - 1935,"an American paleontologist, geologist and eugenics advocate"
00738,"Thomas, Joe","Thomas, Joe",,,,"N/A"
00739,Jastrou,Jastrou,,,,
00740,William Jay Gaynor,"Gaynor, William J.",Portrait of William Jay Gaynor.jpg,,1849–1913,"Mayor of New York City, 1910–1913"
00741,"Clark, Mrs.","Clark, Mrs.",,,,"unidentified"
00742,"Prince, Adeline E. Loomis","Prince, Adeline E. Loomis",,,,"wife of John Dyneley Prince"
00743,Richlieu,Richlieu,,,,"unidentified"
00744,Jacques de Lesseps,"Lesseps, Jacques de",Jacques de Lesseps.PNG,,1863–1927,"French aviator"
00745,"Davis, Mr.","Davis, Mr.",,,,"unidentified"
00746,Annie (BG's childhood maid),Annie (BG's childhood maid),,,,
00747,"Cohen, Judge","Cohen, Judge",,,,"unidentified"
00748,Jerome,Jerome,,,,"unidentified"
00749,George Bruce Cortelyou,"Cortelyou, George B.",Cortelyou-george-bruce.jpg,Sec'y Cortelyou,1862–1940,"Cabinet secretary under several U.S. Presidential administrations"
00750,"Hinds, Lilly Morris","Hinds, Lilly Morris",,,,"Wife of George B. Cortelyou"
00751,"Warren, Lloyd","Warren, Lloyd",,,1868–1922,"American architect"
00752,Walter Hampden,"Hampden, Walter",Walter Hampden 1951.jpg,,1879–1955,"American actor and theatre producer"
00753,Dexter,Dexter,,Dexter of Boston,,"unidentified"
00754,"de Jonghe, Mr.","de Jonghe, Mr.",,,,"unidentified"
00755,"de Jonghe, Mrs.","de Jonghe, Mrs.",,,,"unidentified"
00756,Gustav Kobbé,"Kobbé, Gustav",Picture of Gustav Kobbé.jpg,,1857–1918,"American opera critic"
00757,Cleveland Hoadley Dodge,"Dodge, Cleveland Hoadley",,,1860–1926,"American financier and philanthropist"
00758,"Dodge, Grace Wainright Parish","Dodge, Grace Wainright Parish",,,1858–1949,"Wife of Cleveland Hoadley Dodge"
00759,Jacob M. Dickinson,"Dickinson, Jacob M.","Jacob Dickinson, bw photo portrait standing, 1909.jpg",,1851–1928,"Secretary of War under U.S. President Howard Taft"
00760,"Dickinson, Martha Overton","Dickinson, Martha Overton",,,1853–1917,"Wife of Jacob M. Dickinson"
00761,"Pavlova, Anna","Pavlova, Anna",,Pavlova,1881–1931,"Russian ballet dancer"
00762,Mikhail Mordkin,"Mordkin, Mikhail",Mikhail mordkin.jpg,Mordkin,1880–1944,"Russian ballet dancer"
00763,Scott-Gatta,Scott-Gatta,,Mordkin,,"unidentified (only surname is given)"
00764,"Hunt, Abby or Belle","Hunt, Abby or Belle",,Miss Hunt of Boston,,"one of two sisters of Maria Antoinette Evans"
00765,"Dougherty, Paul","Dougherty, Paul",,,1877–1947,"American impressionist known for marine paintings and landscapes; painted on the east and west coasts of the United States, in the British Isles, and throughout Europe and in Asia"
00766,"Lane, Hugh","Lane, Hugh",,,1875–1915,"Irish art dealer and collector"
00767,"Evans, Maria Antoinette","Evans, Maria Antoinette",,Mrs. Evans,1845-1917,"born Maria Antoinette Hunt; formed an art collection with her husband Robert Dawson Evans; suffragist, philanthropist, art collector and supporter of the Boston Museum of Fine Arts (funded MFA's Evans Wing)"
00768,"Hirth, Friedrich","Hirth, Friedrich",,,1845-1927,"German-American sinologist; scholar and collector of Chinese painting"
00769,Ernest Fenollosa,"Fenollosa, Ernest Francisco",Fenollosa.jpg,,1878-1908,"American art historian of Japanese art & professor of philosophy; husband of Sidney McCall (Mary McNeil Fenollosa)"
00770,Sidney McCall,"McCall, Sidney",SidneyMcCall.jpg,Mrs. Fenollosa,1865-1954,"born Mary McNeill, known also as Mary McNeil Fenollosa (second wife of Ernest Fenollosa); American novelist and poet"
00771,"Fenollosa, Elizabeth Goodhue Millett","Fenollosa, Elizabeth Goodhue Millett",,Mrs. Fenollosa,1858-1920,"first wife of Ernest Fenollosa"
00772,"Mansfield, Howard","Mansfield, Howard",,,1849-1938,"Collector of  Japanese paintings, pottery, metalwork, lacquer, robes, masks and printed books, married to Hellen Coolidge Tuttle"
00773,Bashford Dean,"Dean, Bashford",Bashford Dean (1867-1928).jpg,,1867-1928,"Expert in medieval and modern armor and American zoologist specializing in ichthyology"
00774,"Peters, Samuel Twyford","Peters, Samuel Twyford",,,1854-1921,"Collector of ""oriental arts"" and jades, longstanding trustee at the Metropolitan Museum of Art"
00775,Charles Carstairs,"Carstairs, Charles",,,1865-1928,"American art dealer; head of Knoedler & Co. galleries"
00776,"McKay, Virginia Sturges Osborn Sanger","McKay, Virginia Sturges Osborn Sanger",,"Mrs. Robert Sanger, Mrs. Sanger",1882-1955,"Fashionista and socialite; founded school for war orphans and refugee children, a medical facility for children, and a museum commemorating Franco-American friendship; married banker Ralph Sanger in 1904"
00777,Dorothy Donnelly,"Donnelly, Dorothy",Dorothy Donnelly 005.jpg,,1876-1928,"American actress (""actorine"") playwright, librettist, producer, and director of musicals and operettas"
00778,"Stewart-Richardson, Constance","Stewart-Richardson, Constance",,Constance Richardson,1882-1932,"Known for her barefoot dancing, also a champion swimmer and author; daughter of Francis Mackenzie Sutherland-Leveson-Gower, 2nd Earl of Cromartie"
00779,Arnold Genthe,"Genthe, Arnold",Arnold Genthe 1900.jpg,,1869-1942,"German-American photographer, known for his portraits of notable people (politicians to socialites to literary figures and celebrities)"
00780,"Gates, Helen Manchester","Gates, Helen Manchester",,Mrs. Archer,1868-1950,"Author and spanish translator of plays, wife of Archer Huntington from 1895-1918"
00781,"Brown IV, James","Brown IV, James",,James Brown,,"Head of press and publicity for Harvester Trust"
00782,"Kaufman, George S.","Kaufman, George S.",,my friend Kaufmann,1889-1961,"American playwright, theater director and producer, humorist, and drama critic"
00783,"Troubetzkoy, Pierre","Troubetzkoy, Pierre",,,1864-1936,"Russian graphic artist and painter known for portaits, older brother of Paul Troubetzkoy"
00784,"Birnbaum, Martin","Birnbaum, Martin",,,1878-1970,"New York art dealer, critic, and author"
00785,"Kershaw, Francis Stewart","Kershaw, Francis Stewart",,Kershaw of the Boston Museum,1869-1930,"Japanese art scholar, English professor, worked in Museum of Fine Arts in Boston then within the Department of Chinese and Japanese Art at Boston Museum"
00786,"Fitzgerald, Desmond","Fitzgerald, Desmond",,,1846-1926,"Art patron, art collector, and engineer; Brookline, Mass., collected mostly French and American impressionism"
00787,Brooke [?],Brooke [?],,,,"unidentified"
00788,Georges Marteau,"Marteau, Georges",,,1858–1916,"French engineer and art collector"
00789,Henri Vever,"Vever, Henri",,,1854–1942,"French jeweler and art collector"
00790,George Haven Putnam,"Putnam, George Haven",George Haven Putnam 0001.jpg,,1844-1930,"American publisher, soldier, and writer; married to Emily James Smith Putnam"
00791,John Lambert Cadwalader,"Cadwalader, John Lambert",John Lambert Cadwalader.jpg,,1836-1914,"son of General Thomas McCall Cadwalader; United States Assistant Secretary of State from 1874 to 1877; second president of NYPL; trustee of Met"
00792,William Tenney Brewster,"Brewster, William Tenney",,,1869-1961,"Professor of English lit at Colombia; Dean of Barnard College"
00793,William Borah,"Borah, William E.",William Edgar Borah cph.3b19589.jpg,,1865–1940,"U.S. Senator from Idaho"
00794,Jane Norton Morgan Nichols,"Nichols, Jane Norton Morgan",,,1893–1981,"Daughter of J.P. Morgan Jr., interim PML board president from 1943–1945"
00795,"Pennoyer, Frances Tracy","Pennoyer, Frances Tracy",,,1897–1989,"Daughter of J.P. Morgan Jr., board member of the Glen Cove, Long Island Visiting Nurses Association, a fellow of the PML, and a founding member of Green Vale School, a private day school on Long Island"
00796,"Drey, Aaron S. [son of]","Drey, Aaron S. [son of]",,"""Drey & his son""",,"Unidentified son of Aaron S. Drey"
00797,Day,Day,,"""young Day, Walters' secretary""",,"Unidentified secretary of Henry Walters"
00798,"Hubbard, Grace A.","Hubbard, Grace A.",,,-1929,"Professor of English at Smith College and then Bernard College"
00799,Rosalie Meyer Stern,"Stern, Rosalie Meyer",,Blumenthal's sister-in-law,1869-1956,"Sister to Florence Blumenthal; wife of Sigmund Stern, the president of Levi Strauss & Co.; first woman associate field director for military relief in the West during WWI; funded construction of Stern Hall at UC Berkeley"
00800,Max Farrand,"Farrand, Max",Max Farrand (cropped).jpg,,1869-1945,"American historian, professor, and first director of the Huntington Library; husband of Beatrix Farrand"
00801,Lagrange,Lagrange,,"""a charming young person named Lagrange""",,
00802,"Williams, Charles","Williams, Charles",,"""Charles Williams of Agnews""",,"Unidentified employee of Agnew's, dealer in Old Master paintings, London"
00803,"S, Miss","S, Miss",,"""Bryn Mawr & Miss S.""",,"Possibly ""Miss L."""
00804,"Whitman, Charles Seymour","Whitman, Charles Seymour",,,1868-1947,"American lawyer, 41st governor of New York 1915-1918"
00805,Olive Hitchcock,"Whitman, Olive Hitchcock",Mrs. C.S. Whitman LCCN2014698070.jpg,,1880-1926,"First wife of Charles Seymour Whitman"
00806,Arthur Fairbanks,"Fairbanks, Arthur",Arthur Fairbanks.png,"""Friend Fairbanks of the Boston Museum""",1864-1944,"Boston Museum of Fine Arts Director and curator of classical art"
00807,"Cram, John Sergeant","Cram, John Sergeant",,,1851-1936,"President of the New York Public Service Commission"
00808,"Cram, Edith Claire","Cram, Edith Claire",,,1880-1960,"American peace activist and philanthopist, founder of Peace House; wife of John Sargeant Cram"
00809,Matilda Campbell Markoe,"Markoe, Matilda Campbell",,"""Mrs. John Markoe""",1849-1937,"Philadelphia philanthropist, wife of John Markoe"
00810,"Tuttle, Hellen Coolidge","Tuttle, Hellen Coolidge",,,1860-1957,"Music patron; state leader in Women's Suffrage Party; wife of Howard Mansfield"
00811,"Harriman, Jefferson Borden","Harriman, Jefferson Borden",,,1864-1914,"New York financier, husband to Florence Jaffray Harriman"
00812,John Purroy Mitchel,"Mitchel, John Purroy",John Purroy Mitchel.jpg,,1879-1918,"95th mayor of New York, from 1914 to 1917"
00813,"Rieck, William C.","Rieck, William C.",,"""Billy Rieck of the NY Sun""",-1924,"Owner of the NY Sun until 1916"
00814,M. Carey Thomas,"Thomas, Martha Carey",Martha Carey Thomas in 1918.jpg,,1857-1935,"American educator, suffragist, and linguist; second president of Bryn Mawr College"
00815,"Gibson, Irene Langhorne","Gibson, Irene Langhorne",,"""Mrs. Dana Gibson""",1873-1956,"the ""Gibson Girl,"" a social and fashion template created and popularized by her famous illustrator husband, Charles Dana Gibson"
00816,Hagop Kevorkian,"Kevorkian, Hagop",,,1872-1962,"Armenian-American archeologist, art collector, philanthropist"
