Box Number,Folder Number,Date (YYYY/MM/DD),Letter_ID,I Tatti file name(s),sender,recipient,Letterhead,"Location Written (city, state)",Location Written (country),I Tatti Sheet Number(s),I Tatti Letter Number,Number of Pages,Number of Images,Notes,Accompanying Material,"Subject -- People (Last Name, First Name)",Subjects,Letters Contents,"Name of Transcriber 1 (Last Name, First Name)",Transcriber 1 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),"Name of Transcriber 2 (Last Name, First Name)",Transcriber 2 Initials,Date Claimed (YYYY/MM/DD),Date Completed (YYYY/MM/DD),Date Finalized (YYYY/MM/DD),
63,02,1919_09_05,00436,"32044150449031_023, 32044150449031_024","Greene, Belle da Costa","Berenson, Bernard",MR. MORGAN'S LIBRARY NEW YORK,"New York, NY",United States,18,1919-3,3,2,,,"Berenson, Mary",,BG's changing feelings for BB; BG's irritation with veterans,"Palmer, Philip",PSP,2020/06/18,2020/06/18,"Palmer, Philip",PSP,2024/09/12,2024/09/12,2024/09/12,
63,02,1919_09_26_29,00437,"32044150449031_025, 32044150449031_026, 32044150449031_027, 32044150449031_028, 32044150449031_029, 32044150449031_030, 32044150449031_031, 32044150449031_032, 32044150449031_033, 32044150449031_034, 32044150449031_035, 32044150449031_036, 32044150449031_037, 32044150449031_038, 32044150449031_039, 32044150449031_040, 32044150449031_041, 32044150449031_042, 32044150449031_043, 32044150449031_044, 32044150449031_045, 32044150449031_046, 32044150449031_047, 32044150449031_048, 
32044150449031_049 ","Greene, Belle da Costa","Berenson, Bernard",[none] | 123 EAST 38TH STREET,"New York, NY",United States,19-34,1919-5 | 1919-4,25,25,"1919-5 (written from Saltaire, NY) comprises the first seven pages of the letter. 1919-4 (written from NYC) comprises the final eighteen pages. 1919-5 is paginated 1–7, while 1919-4 is foliated 8–16. On the first page of 1919-4 (32044150449031_032), BG writes that she ""did not have any time to finish my letter to you down on the Island"" (i.e., 1919-5) suggesting she is continuing the letter started in Saltaire. Given that 1919-5 is unsigned and 1919-4 begins without a salutation, they are effectively a single letter and were most likely sent as such to Berenson. Given this evidence, the two documents have been combined into a single letter despite their separate I Tatti numbers and the change in letterhead and ink.",originally included photograph of 6-month-old Bobbie (Teddy's son),"Freedly, Durr; Breck, Joseph; Duveen, Joseph; Oakley, Ethel Alice Greene; De Ricci, Seymour; Berenson, Mary; Manship, Paul; Hyvernat, Henri; Wetzel, Harvey E.; Morgan, J. Pierpont, Jr.; Hamilton, Carl W.; Robinson, Edward; Lehman, Robert Owen, Sr.; Faulkner, Barry; Harvey, Theodora",BG's health; race and ethnicity; Medieval and Renaissance manuscripts; library work; art dealing; BG's social world,BG's trip to visit Ethel Oakley at the sea; birth of BG's nephew; BG's meeting/spending time with WWI vets; BG's work on Coptic manuscript catalogue; BG thoughts on de Ricci and Hamilton; Robinson habit of seeing BG at library in afternoons; Robinson and Jack mutual dislike,"Palmer, Philip",PSP,2020/07/08,2020/07/22,"Mohite, Sam",SM,2024/09/12,2024/09/13,2024/09/13,
63,03,1919_10_09,00438,"32044150449049_001, 32044150449049_002","Greene, Belle da Costa","Berenson, Bernard",THE LIBRARY OF J. PIERPONT MORGAN / THIRTY-THREE EAST THIRTY-SIXTH STREET / NEW YORK,"New York, NY",United States,35,1919-6,2,2,"First page is written on a typewriter, and an accompanying handwritten note is on the back",,"Offner, Richard; Stein, Gertrude; Sherman, Frederic Fairchild",scholarship; American literature; Italian art,"Offner's article in Art in America magazine; Macrino d'Alba, Portrait of a Knight of Malta (MLM, AZ015); Gertrude Stein, A Portrait of Mabel Dodge at the Villa Curonia","Braccia, Zoe",ZEB,2020/06/29,2020/06/29,"Palmer, Philip",PSP,2020/07/27,2020/07/27,2024/09/12,
63,03,1919_10_21,00439,"32044150449049_003, 32044150449049_004, 32044150449049_005, 32044150449049_006, 32044150449049_007, 32044150449049_008","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,36-38,1919-7,6,6,,,"Hamilton, Carl W.; Thurston, Ada; de Ricci, Seymour; Plunkett, Edward; Drinkwater, John; Connor, Walpole",current events; BG's social world,New York shipyard strike of October 1919,"Braccia, Zoe",ZEB,2020/06/26,2020/06/29,"Palmer, Philip",PSP,2020/07/27,2020/07/27,2024/09/12,
63,03,1919_11_26,00440,"32044150449049_009, 32044150449049_010, 32044150449049_011, 32044150449049_012, 32044150449049_013, 32044150449049_014, 32044150449049_015, 32044150449049_016, 32044150449049_017, 32044150449049_018, 32044150449049_019, 32044150449049_020, 32044150449049_021, 32044150449049_022, 32044150449049_023, 32044150449049_024","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,39-46,1919-8,16,16,,,"Edward VIII, Prince of Wales; Davison, Henry Pomeroy; Davison, Kate Trubee; Morgan, J. Pierpont, Sr.; Grey, Edward; Root, Elihu; Schiff, Jacob; Schiff, Therese Loeb; Kahn, Otto Hermann; Kahn, Adelaide Wolff; Ward, Freda Dudley; Benson, Evelyn Holford; Benson, Robert Henry; Morgan, Junius Spencer; Rogers, Millicent; Baruch, Bernard; Satterlee, Herbert Livingston; Satterlee, Louisa Pierpont Morgan; Hamilton, Carl W.; Berenson, Mary; de Ricci, Seymour; Morgan, J. Pierpont, Jr.; Pershing, John J.; Sturgis, Frank K.; Duveen, Henry; Hyvernat, Henry",BG's social world; music; BG's travel; race and ethnicity; politics; art dealing; Italian art; Medieval and Renaissance manuscripts; scholarship; private collections,"Waldorf Hotel; War Council of the American Red Cross; New York society; British society; World War I; England; Coptic collections; American Tour of Edward, Prince of Wales","Braccia, Zoe",ZEB,2020/06/29,2020/07/01,"Palmer, Philip",PSP,2020/07/27,2020/07/27,2024/08/20,
63,03,1919_12_23,00441,"32044150449049_025, 32044150449049_026, 32044150449049_027, 32044150449049_028, 32044150449049_029, 32044150449049_030","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,47-50,1919-9,6,6,Postscript written on different paper stock than the rest of the letter,,"Hamilton, Carl W.; Hyvernat, Henry; Duveen, Joseph; Thompson, Henry Yates; Berenson, Mary; Papp?",art dealing; BG's travel; Medieval and Renaissance manuscripts; Italian art; acquisitions,European travel; manuscript acquisitions; works of Desiderio; BG plans to check on Hyvernat's work on Coptic manuscripts,"Braccia, Zoe",ZEB,2020/07/01,2020/07/02,"Palmer, Philip",PSP,2020/07/28,2020/07/28,2024/09/12,
63,03,1919_12_27,00442,"32044150449049_031, 32044150449049_032, 32044150449049_033, 32044150449049_034, 32044150449049_035, 32044150449049_036, 32044150449049_037, 32044150449049_038, 32044150449049_039, 32044150449049_040, 32044150449049_041, 32044150449049_042, 32044150449049_043, 32044150449049_044, 32044150449049_045, 32044150449049_046, 32044150449049_047","Greene, Belle da Costa","Berenson, Bernard",,"New York, NY",United States,51-59,1919-20,17,17,No letterhead,,"de Ricci, Seymour; Duveen, Joseph; Thurston, Ada; Hamilton, Carl; Frick, Henry Clay; Seligmann, Jacques; Seligman, Germain; Morgan, Anne; Huntington, Henry E.; Dreicer, Jacob; Schiff, Mortimer Loeb; Sirén, Osvald; Widener, Eleanor Elkins; Rice, Jr., Alexander Hamilton; Ledyard, Isabel Morris; Knoedler, Roland; Carstairs, Charles; Glaenzer, Eugene; Blumenthal, Florence Meyer; Rey, Emile; Gimpel, René; Perkins, Frederick Mason; Johnston, Bettie; Johnston, Alan; Thompson, Henry Yates; Morgan, J. Pierpont, Jr.; De Wolfe, Elsie; Dike, Mrs.",scholarship; art dealing; early printed books; Medieval and Renaissance manuscripts; current events; paintings; sculpture; BG's travel; private collections; acquisitions,"BG's in-depth description and skepticism of art historian de Ricci; Seymour de Ricci's census of manuscripts; de Ricci's social circle in NYC mainly Jewish dealers and collectors (""Schiff, Kahn, Friedman, Dreicer, Duveen, Seligmann etc etc""); BG's advising BB not to hire de Ricci, who she says will steal BB's research notes; Frick's death; BG's planning her February 1920 trip to Europe; Anne Morgan's work in France after WWI not mentioned in the press; BG's brief meeting with Maurice Maeterlinck; upcoming sale of the collection of Henry Yates Thompson; Jack Morgan's honorary degree from Cambridge University","Braccia, Zoe",ZEB,2020/07/01,2020/07/10,"Palmer, Philip",PSP,2020/07/28,2020/07/29,2024/09/17,
63,04,1920_01_20,00443,"32044150449056_001, 32044150449056_002, 32044150449056_003, 32044150449056_004, 32044150449056_005, 32044150449056_006, 32044150449056_007, 32044150449056_008, 32044150449056_009, 32044150449056_010, 32044150449056_011, 32044150449056_012, 32044150449056_013","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,60-66,1920-1,13,13,,,"Hamilton, Carl W.; Huntington, Henry E.; Kahn, Otto Hermann; Platt, Dan Fellows; Huntington, Arabella; Duveen, Joseph; Blumenthal, Florence Meyer; Morgan, J. Pierpont, Jr.; Thurston, Ada; De Ricci, Seymour; Seligmann, Jacques; Selimann, Bob; Dring, Edmund Hunt",library work; Italian art; scholarship; sculpture; decorative arts; private collections; BG's social world; art dealing; BG's travel,BG's designing two loan exhibitions; BG's description of the de Ricci/Duveen/Seligmann dynamic; BG's describing her plans for her Europe trip,"Braccia, Zoe",ZEB,2020/07/10,2020/07/13,"Palmer, Philip",PSP,2020/07/30,2020/07/30,2024/09/13,
63,04,1920_02_11_13,00444,"32044150449056_014, 32044150449056_015, 32044150449056_016, 32044150449056_017, 32044150449056_018, 32044150449056_019, 32044150449056_020, 32044150449056_021, 32044150449056_022, 32044150449056_023","Greene, Belle da Costa","Berenson, Bernard",The Pierpont Morgan Library / 33 East Thirty-sixth Street / New York,"New York, NY",United States,67-71,1920-2; 1920-3,10,10,I Tatti recorded as two letters; combined in the spreadsheet and in the folders,,"de Ricci, Seymour; Duveen, Joseph; Thurston, Ada; Hamilton, Carl; Frick, Henry Clay; Seligmann, Jacques; Seligman, Germain; Morgan, Anne; Huntington, Henry E.; Dreicer, Jacob; Schiff, Mortimer Loeb; Sirén, Osvald; Widener, Eleanor Elkins; Rice, Jr., Alexander Hamilton; Ledyard, Isabel Morris; Knoedler, Roland; Carstairs, Charles; Glaenzer, Eugene; Blumenthal, Florence Meyer; Rey, Emile; Gimpel, René; Perkins, Frederick Mason; Maeterlinck, Maurice",BG's travel; Medieval and Renaissance manuscripts; art dealing; private collections; Italian art; paintings,BG's mother's and sister's Typhoid cases; BG's changing her Europe itinerary to take care of family,"Braccia, Zoe",ZEB,2020/07/10,2020/07/13,"Palmer, Philip",PSP,2020/07/30,2020/07/30,2024/09/16,
63,04,1920_03_06,00445,"32044150449056_024, 32044150449056_025, 32044150449056_026, 32044150449056_027, 32044150449056_028","Greene, Belle da Costa","Berenson, Bernard",HOTEL MEURICE / 228. RUE DE RIVOLI / PARIS,Paris,France,72-76,1920-4,5,5,,,"Berenson, Mary; Morgan, J. Pierpont; Read, Charles Hercules; Cockerell, Sydney; De Ricci, Seymour; Duveen, Joe; Schiff, Mortimer Loeb; d'Hendecourt, Bernard; Greene, Genevieve Ida Van Vliet Fleet",BG's travel; art dealing; BG's social world,Americans being overcharged in Europe; BG's plans in Paris and London; BG's delaying her trip to Europe because of her mother and sister's illness,"Braccia, Zoe",ZEB,2020/07/13,2020/07/13,"Pellegrino, Serena",SP,2021/05/18,2021/05/18,2024/09/16,
63,04,1920_03_19,00446,"32044150449056_029, 32044150449056_030, 32044150449056_031, 32044150449056_032, 32044150449056_033, 32044150449056_034, 32044150449056_035, 32044150449056_036, 32044150449056_037, 32044150449056_038, 32044150449056_039, 32044150449056_040, 32044150449056_041, 32044150449056_042, 32044150449056_043, 32044150449056_044","Greene, Belle da Costa","Berenson, Bernard","THE BERKELEY HOTEL / PICADILLY, W.1",London,United Kingdom,"77a,78b, 79c, 80d, 81e, 82f, 83g, 84h",1920-17,24,16,,,"Hobson, Robert Lockhart; Hamilton, Carl W.; Smith, Vivian Hugh; Eumorfopoulos, George; Cockerell, Sydney; Goloubeff, M. Victor; Kenyon, Frederic George, Sir; Witt, Robert; Raphael, Oscar Charles; Breck, Joseph; Grenfell, Edward Charles; Thompson, Henry Yates; Laborde, Léon-Joseph-Alexandre de; Holford, George; Morgan, J. Pierpont, Jr.; Shorter, Clement; Beatty, Alfred Chester; Read, Charles Hercules; Carmichael, Thomas David Gibson; Harcourt-Smith, Sir Cecil; Benson, Robert Henry; Clarke, Louis Colville Gray; McDonnell, Lady Sybil Mary; Duveen, Joseph; Witt, Mary Helene Marten; Morgan, Jane Grew; Thompson, Elizabeth Smith; Cram, Edith Claire; Seligmann, Jacques; Benson, Evelyn Holford",art dealing; BG's social world; private collections; Spanish art; African art; Chinese art; Medieval and Renaissance manuscripts; cultural institutions; paintings; sculpture; BG's travel; finance,"BG slight cold; The Bensons as hosts; time with the Holfords; Holkham Hall; seeing Louis Clarke's collection; Spanish-American art; Congolese art; Chinese figures; Lambeth Palace; Society of Antiquaries of London; BG introducing Breck to who he ""ought to know""; The Chester Beatty Museum; The British Museum; John Keats; Percy Shelley; The Metropolitan Museum; Coptic manuscript; BG to have private audience with Pope; St. Cuthbert","Braccia, Zoe",ZEB,2020/07/14,2020/07/16,"Pellegrino, Serena",SP,2021/05/18,2021/05/19,2024/09/16,
63,04,1920_04_01,00447,"32044150449056_047, 32044150449056_048, 32044150449056_049, 32044150449056_050, 32044150449056_051, 32044150449056_052","Greene, Belle da Costa","Berenson, Bernard","THE BERKELEY HOTEL / PICADILLY, W.1",London,United Kingdom,"86a, 87b, 88c",1920-6,9,6,"""1920"" written in later hand",,"Cockerell, Sydney; Thompson, Henry Yates; Benson, Evelyn Holford; Morgan, Jane Grew; Colvin, Sidney; Morgan, J. Pierpont, Jr.; Goloubeff, M. Victor; Hyvernat, Henri; Benson, Robert Henry; Eumorfopoulos, George",BG's health; BG's social world; Medieval and Renaissance manuscripts; BG's personal collection; acquisitions; private collections,BG's encouraging BB to write explicitly about his feelings toward the Bensons; BG's affirmation of her love for the Bensons; BG's planning her trip to Europe; Thompson sale,"Braccia, Zoe",ZEB,2020/07/14,2020/07/14,"Mohite, Sam",SM,2024/09/16,2024/09/16,2024/09/16,
63,04,1920_04_15,00448,"32044150449056_053, 32044150449056_054, 32044150449056_055","Greene, Belle da Costa","Berenson, Bernard",Rome / Excelsior,Rome,Italy,"89a, 90c, 91b",1920-7,6,3,,,"Berenson, Mary",BG's travel,BG's arrival in Rome; BG's making plans to see BB ,"Braccia, Zoe",ZEB,2020/07/15,2020/07/15,"Mohite, Sam",SM,2024/09/16,2024/09/16,2024/09/16,
63,04,1920_04_19,00449,"32044150449056_056, 32044150449056_057","Greene, Belle da Costa","Berenson, Bernard",Rome / Excelsior,Rome,Italy,92-93,,4,2,,,"Gasquet, Francis Aidan; Mercati",BG's travel; art dealing,BG's excitement to see BG; BG's appointment at the Vatican,"Braccia, Zoe",ZEB,2020/07/13,2020/07/13,"Mohite, Sam",SM,2024/09/16,2024/09/16,2024/09/16,
63,04,1920_04_UNDATED_01,00450,32044150449056_058,"Greene, Belle da Costa","Berenson, Bernard","THE BERKELEY HOTEL / PICADILLY, W.1",London,United Kingdom,94,1920-23,1,1,,,"Berenson, Mary",BG's travel; Italian art,BG's updating BB on her plans; BG's sense of humor,"Braccia, Zoe",ZEB,2020/07/13,2020/07/13,"Mohite, Sam",SM,2024/09/16,2024/09/16,2024/09/16,
63,04,1920_04_UNDATED_02,00451,"32044150449056_045, 32044150449056_046","Greene, Belle da Costa","Berenson, Bernard","THE BERKELEY HOTEL / PICADILLY, W.1",London,United Kingdom,85,1920-5,3,2,,,N/A,BG's travel,Cover of an envelope to be delivered to BB,"Braccia, Zoe",ZEB,2020/07/13,2020/07/13,"Palmer, Philip",PSP,2024/06/13,2024/06/13,2024/06/13,
63,05,1920_05_01_02,00452,"3204450449064_001, 3204450449064_002, 32044150449064_003, 32044150449064_004","Greene, Belle da Costa","Berenson, Bernard",Rome / Excelsior,Rome,Italy,95-96,1920-8; 1920-9,6,4,I Tatti recorded as two letters; combined in the spreadsheet and the folders,,"Keynes, John Maynard; Johnson, Owen; Cobina, Esther; Gasquet, Francis Aidan",BG's travel; scholarship; BG's social world; current events,BG's time in Florence; dinner with Cerelli; gambol around town with 3 American boys from the embassy; BG's trip to Paris delayed because of strikes,"Joubert, Ariana",AJ,2020/07/08,2020/07/08,"Braccia, Zoe",ZEB,2020/07/09,2020/07/10,2024/09/16,
63,05,1920_05_12,00453,"32044150449064_005, 32044150449064_006, 32044150449064_007, 32044150449064_008, 32044150449064_009, 32044150449064_010","Greene, Belle da Costa","Berenson, Bernard",HOTEL EDOUARD VII / Rue & Place Edouard VII / PARIS,Paris,France,"97a, 98c, 99b",1920-10,9,6,,,"Hendecourt, Bernard d'; Bell, Vanessa; Grant, Duncan James Corrowr ; Belmont, Alva Erskine; Bell, Arthur Clive Heward ; Gimpel, René; Trevelyan, George Macaulay; Meyer, Agnes; Fröhner, Wilhelm ; Trevelyan, Mrs. George Macaulay; Mariano, Nicky",BG's travel; current events; BG's health; BG's social world; art dealing; sculpture,"BG on train from Paris to Cherbourg, writing from a ""car de luxe""; BG's suffering from swollen jaw; BG's complaining about taxi strike; BG's disdain for Grants, who spoke critically of BB and Mary; BG's sending cigarettes (BB) and stockings (Nicky) back to I Tatti","Joubert, Ariana",AJ,2020/07/13,2020/07/13,"Braccia, Zoe",ZEB,2020/07/13,2020/07/13,2024/09/17,
63,05,1920_06_10,00454,"32044150449064_011, 32044150449064_012","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,100,1920-11,2,2,,,"McClellans; Hamilton, Carl W.",BG's health; BG's travel,"BG's ""interviewing"" hotels to find out which ones are available for BB in the late fall/winter ","Joubert, Ariana",AJ,2020/07/13,2020/07/13,"Braccia, Zoe",ZEB,2020/07/13,2020/07/16,2024/09/17,
63,05,1920_06_12,00455,"32044150449064_013, 32044150449064_014, 32044150449064_015, 32044150449064_016, 32044150449064_017, 32044150449064_018, 32044150449064_019, 32044150449064_020, 32044150449064_021, 32044150449064_022, 32044150449064_023, 32044150449064_024","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,101-106,1920-12,12,12,,,"Seligmann, Jacques; Sachs, Paul J.; Read, Charles Hercules; Trevelyan, George Macaulay; Baker Jr., George Fisher; Kelekian, Dikran Garabed; Morgan, J. Pierpont, Jr.; Sirén, Osvald; Spencer-Churchill, Gladys; Dreny, Lommy",BG's health; BG's travel; BG's social world; art dealing; Byzantine art; Medieval and Renaissance manuscripts; acquisitions; scholarship; politics; BG's leisure activities,"BG's oral surgery; BG's return to New York; BG's explanation of her relationship with Trevelyan; BG's considering purchase of Byzantine manuscript, asking for BB's advice; challenges with shipping art abroad; BG's disgust with the Republican party's behavior during Chicago convention; BG to see yacht races","Joubert, Ariana",AJ,2020/07/13,Done?,"Braccia, Zoe",ZEB,2020/07/15,2020/07/16,2024/09/17,
63,05,1920_06_29,00456,"32044150449064_025, 32044150449064_026, 32044150449064_027, 32044150449064_028, 32044150449064_029, 32044150449064_030, 32044150449064_031, 32044150449064_032, 32044150449064_033, 32044150449064_034, 32044150449064_035, 32044150449064_036, 32044150449064_037, 32044150449064_038, 32044150449064_039, 32044150449064_040","Greene, Belle da Costa","Berenson, Bernard",123 East 38th Street / New York,"New York, NY",United States,101-114,1920-13,16,16,,,"Duveen, Joseph; Sulley, Arthur Joseph; Breck, Joseph; Morgan, J. Pierpont, Jr.; Hamilton, Carl W.; Marbury, Elisabeth; Samuels, Mitchell; Strong, Eugénie Sellers; Knoedler, Roland; Sherman, Frederic Fairchild; Robinson, Edward; Hyvernat, Henri; Valentiner, Wilhelm",scholarship; BG's leisure activities; art dealing; politics; decorative arts; BG's travel,BB to stay with Hamiltons in Paris; BG's admitting that she has not curated museum show (?) yet; BG's description of her relationship with JPM Jr.; Benedict XIV; Art in America; BG's description of state of art collecting business; JPM Jr.'s desire to meet BB: JPM Jr.'s poor taste in art,"Joubert, Ariana",AJ,2020/07/13,2020/07/15,"Braccia, Zoe",ZEB,2020/07/16,2020/07/16,2024/09/17,
63,06,1920_07_20,00457,"32044150449072_001, 32044150449072_002","Greene, Belle da Costa","Berenson, Bernard",The Pierpont Morgan Library / 33 East Thirty-sixth Street / New York,"New York, NY",United States,115,1920-14,2,2,Appears to be incomplete – leaves off in the middle of a sentence,,"Morgan, J. Pierpont, Jr.",BG's health; BG's travel,"BG's swollen jaw; BG's suprise at BB's ""burst of affection;"" BG's musings about why their reunion in Rome went ""rather wrong""","Braccia, Zoe",ZEB,2020/07/16,2020/07/15,"Mohite, Sam",SM,2024/09/17,2024/09/17,2024/09/17,
63,06,1920_09_01,00458,"32044150449072_003, 32044150449072_004, 32044150449072_005, 32044150449072_006, 32044150449072_007, 32044150449072_008","Greene, Belle da Costa","Berenson, Bernard",,,,116-118,1920-15,6,6,No letterhead,,"Duveen, Joseph; Raphael; Read, Charles Hercules; Valentiner, Wilhelm; Cockerell, Sydney; Sherman, Frederic Fairchild; Scaramanga, Julia; Eumorfopoulos, George",BG's health; BG's leisure activities; sculpture; Chinese art; Japanese art; scholarship; British literature; private collections; art dealing,"BG's polo accident; BG's discussion of the ""Eumo"" family; BG's recommendation that BB see Raphael's collection in London; BB's changing publishing firms","Braccia, Zoe",ZEB,2020/07/16,2020/07/16,"Mohite, Sam",SM,2024/09/17,2024/09/17,2024/09/17,
63,06,1920_10_19,00459,"32044150449072_009, 32044150449072_010, 32044150449072_011, 32044150449072_012, 32044150449072_013, 32044150449072_014, 32044150449072_015, 32044150449072_016, 32044150449072_017, 32044150449072_018","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,119-123,1920-16,10,10,,,"Aldrich, Chester Holmes; Paff, Adam Edward Merriman; Hendecourt, Bernard d'; Robinson, Edward; Valentiner, Wilhelm; Frick, Helen Clay; Duveen, Joseph; Widener, Joseph E.; Durlacher, George; Breck, Joseph; Witt, Robert; Stein, Leo",art dealing; race and ethnicity; BG's social world; scholarship; finance; BG's art collection; Italian art; painting,BG's anti-Semitism; BG's busy social schedule due to friends' arrivals from Europe,"Braccia, Zoe",ZEB,2020/07/17,2020/07/17,"Mohite, Sam",SM,2024/09/17,2024/09/17,2024/09/17,
63,07,1920_11_24,00460,"32044150449080_001, 32044150449080_002, 32044150449080_003, 32044150449080_004, 32044150449080_005, 32044150449080_006, 32044150449080_007","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,124-127,1920-18,7,7,Fifth and sixth pages out of order; unsure which Moore BG is referring to but likely Roland,,"Walters, Henry; Blumenthal, Florence Meyer; Hamilton, Carl W.; Cockerell, Sydney; Blumenthal, George; Moore, Roland",BG's social world,BG's making plans to see BB in New York,"Braccia, Zoe",ZEB,2020/07/17,2020/07/17,"Mohite, Sam",SM,2024/09/17,2024/09/17,2024/09/17,
63,07,1920_12_04,00461,"32044150449080_008, 32044150449080_009","Greene, Belle da Costa","Berenson, Bernard",33 EAST 36TH STREET,"New York, NY",United States,128,1920-19,2,2,,,N/A,N/A,BG's apologizing for not stopping by to see BB; BG's asking BB to telephone her instead,"Braccia, Zoe",ZEB,2020/07/17,2020/07/17,"Mohite, Sam",SM,2024/09/17,2024/09/17,2024/09/17,
63,07,1920_12_27,00462,"32044150449080_010, 32044150449080_011, 32044150449080_012, 32044150449080_013, 32044150449080_014, 32044150449080_015","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,129-131,1920-20,6,6,"""1920"" written in later hand",,"Greenslet, Ferris; Morgan, J. Pierpont, Jr.; Perkins, Frederick Mason; Gardner, Isabella Stewart; Wetzel, Harvey E.; Blumenthal, George",BG's social world; private collections; BG's travel; finance; current events; cultural institutions,BB's publishing; holiday festivities; Isabella Gardner's declining health; Harvey Wetzel's death; BB's upcoming visit to the United States,"Braccia, Zoe",ZEB,2020/07/20,2020/07/20,"Mohite, Sam",SM,2024/09/17,2024/09/18,2024/09/18,
63,07,1920_12_28,00463,"32044150449080_016, 32044150449080_017, 32044150449080_018, 32044150449080_019, 32044150449080_020, 32044150449080_021","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,132-134,1920-21,6,6,"Tuesday was not the 29th in 1920, but the 28th ",,"Baruch, Bernard; Ford, Henry; Sachs, Paul J. ; Blumenthal, Florence Meyer; Kahn, Otto Hermann",private collections; Italian art; politics; race and ethnicity,BG's third letter written since BB departure; BG's frustration with visitors; Library visit from two Radcliffe women; the Protocols and anti-Semitism,"Braccia, Zoe",ZEB,2020/07/20,2020/07/20,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,07,1920_12_31,00464,"32044150449080_022, 32044150449080_023, 32044150449080_024, 32044150449080_025, 32044150449080_026, 32044150449080_027, 32044150449080_028, 32044150449080_029, 32044150449080_030, 32044150449080_031","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,135-139,1920-22,10,10,,,"d'Hendecourt, Bernard; Blumenthal, Florence Meyer; Morgan, J. Pierpont, Jr.; Sachs, Paul J. ; Perkins, Frederick Mason; Forbes, Edward W.",BG's health; BG's social world; art dealing; private collections; BG's travel; Egyptian art; cultural institutions; scholarship; race and ethnicity; Italian art,BG's pneumonia; the Blumenthals' Titian; BG's upcoming trip to Boston; BG to work in the Oriental and Egyptian departments of the Museum in Boston; the Protocols and anti-Semitism; BG's family leaving to her sister's (which one?) home in the countryside,"Braccia, Zoe",ZEB,2020/07/20,2020/07/21,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,08,1921_01_01,00465,"32044150449098_001, 32044150449098_002, 32044150449098_003, 32044150449098_004, 32044150449098_005","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,140-143,1921-1,5,5,"Conjectural date: ""my first letter in 1921"" in BG's hand on first page",,"Leveridge, Robert Mackenzie; Greene, Genevieve Ida Van Vliet Fleet; Harvey, Theodora; Johnson, Evangeline Brewster",BG's health; music; BG's social world,"BG's family leaving to the country; BG's making plans to see BB; BB's ""Kindergarten"" (?)","Braccia, Zoe",ZEB,2020/07/20,2020/07/21,"Palmer, Philip",PSP,2020/07/22,2020/07/22,2024/09/18,
63,08,1921_01_04,00466,"32044150449098_006, 32044150449098_007, 32044150449098_008, 32044150449098_009, 32044150449098_010, 32044150449098_011, 32044150449098_012, 32044150449098_013","Greene, Belle da Costa","Berenson, Bernard",123 EAST 38TH STREET,"New York, NY",United States,144-147,1921-2,8,8,"""1921"" written in later hand",,"Berenson, Senda; Wendell, Barrett; Gardner, Isabella Stewart; Valvrojenski, Albert; Mickleshanki, Judith 
",,BG's musings on her and BB's changing/changed relationship,"Braccia, Zoe",ZEB,2020/07/21,2020/07/21,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
63,08,1921_01_12,00467,"32044150449098_014, 32044150449098_015, 32044150449098_016, 32044150449098_017","Greene, Belle da Costa","Berenson, Bernard",123 East 38th Street / New York,"New York, NY",United States,148-9,1921-3,4,4,letter written in pencil,,"Morgan, J. Pierpont, Jr.; Berenson, Mary",BG's travel,JPM Jr.'s closing the library to visitors post-fight with BG; BG's leaving to Florida; BG's making plans with BB,"Braccia, Zoe",ZEB,2020/07/21,2020/07/21,"Mohite, Sam",SM,2024/09/18,2024/09/18,2024/09/18,
